郵便番号,都道府県名カナ,市区町村名カナ,町域名カナ,都道府県名,市区町村名,町域名
5998122,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾞｮｳﾛｸ,大阪府,堺市,丈六
5900825,ｵｵｻｶﾌ,ｻｶｲｼ,ｼｮｳﾜﾄﾞｵﾘ,大阪府,堺市,昭和通
5998107,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾗｻｷﾞﾁｮｳ,大阪府,堺市,白鷺町
5900137,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾛﾔﾏﾀﾞｲ,大阪府,堺市,城山台
5918021,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝｶﾅｵｶﾁｮｳ,大阪府,堺市,新金岡町
5998232,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝｹﾁｮｳ,大阪府,堺市,新家町
5900964,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝｻﾞｲｹﾁｮｳﾋｶﾞｼ,大阪府,堺市,新在家町東
5900969,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝｻﾞｲｹﾁｮｳﾆｼ,大阪府,堺市,新在家町西
5900143,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾋﾉｵﾀﾞｲ,大阪府,堺市,新檜尾台
5918005,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾎﾞﾘﾁｮｳ,大阪府,堺市,新堀町
5900056,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾎﾟﾄﾞｵﾘ,大阪府,堺市,神保通
5900079,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾏﾁ,大阪府,堺市,新町
5900935,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾒｲﾁｮｳﾋｶﾞｼ,大阪府,堺市,神明町東
5900938,ｵｵｻｶﾌ,ｻｶｲｼ,ｼﾝﾒｲﾁｮｳﾆｼ,大阪府,堺市,神明町西
5900826,ｵｵｻｶﾌ,ｻｶｲｼ,ｽｶﾞﾊﾗﾄﾞｵﾘ,大阪府,堺市,菅原通
5900002,ｵｵｻｶﾌ,ｻｶｲｼ,ｽﾅﾐﾁﾁｮｳ,大阪府,堺市,砂道町
5900973,ｵｵｻｶﾌ,ｻｶｲｼ,ｽﾐﾖｼﾊﾞｼﾁｮｳ,大阪府,堺市,住吉橋町
5998115,ｵｵｻｶﾌ,ｻｶｲｼ,ｾｷﾁｬﾔ,大阪府,堺市,関茶屋
5918003,ｵｵｻｶﾌ,ｻｶｲｼ,ｾﾝﾄﾞｳﾁｮｳ,大阪府,堺市,船堂町
5900801,ｵｵｻｶﾌ,ｻｶｲｼ,ﾀﾞｲｾﾝﾅｶﾏﾁ,大阪府,堺市,大仙中町
5900821,ｵｵｻｶﾌ,ｻｶｲｼ,ﾀﾞｲｾﾝﾆｼﾏﾁ,大阪府,堺市,大仙西町
5900035,ｵｵｻｶﾌ,ｻｶｲｼ,ﾀﾞｲｾﾝﾁｮｳ,大阪府,堺市,大仙町
5900022,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅｶﾐｸﾆｶﾞｵｶﾁｮｳ,大阪府,堺市,中三国ケ丘町
5918012,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅｶﾑﾗﾁｮｳ,大阪府,堺市,中村町
5918023,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅｶﾓｽﾞﾁｮｳ,大阪府,堺市,中百舌鳥町
5900063,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅｶﾔｽｲﾁｮｳ,大阪府,堺市,中安井町
5918025,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅｶﾞｿﾈﾁｮｳ,大阪府,堺市,長曾根町
5900912,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅﾐﾏﾂﾁｮｳ,大阪府,堺市,並松町
5998252,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅﾗﾊﾞ,大阪府,堺市,楢葉
5900811,ｵｵｻｶﾌ,ｻｶｲｼ,ﾅﾝﾘｮｳﾁｮｳ,大阪府,堺市,南陵町
5900066,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｷﾞﾜｲﾁｮｳ,大阪府,堺市,賑町
5900932,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼｷﾉﾁｮｳﾋｶﾞｼ,大阪府,堺市,錦之町東
5900931,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼｷﾉﾁｮｳﾆｼ,大阪府,堺市,錦之町西
5900032,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼﾅｶﾞﾔﾏｴﾝ,大阪府,堺市,西永山園
5998125,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼﾉ,大阪府,堺市,西野
5900835,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼﾐﾅﾄﾁｮｳ,大阪府,堺市,西湊町
5900047,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆｼﾞｮｳﾄﾞｵﾘ,大阪府,堺市,二条通
5900133,ｵｵｻｶﾌ,ｻｶｲｼ,ﾆﾜｼﾛﾀﾞｲ,大阪府,堺市,庭代台
5998116,ｵｵｻｶﾌ,ｻｶｲｼ,ﾉｼﾞﾘﾁｮｳ,大阪府,堺市,野尻町
5918013,ｵｵｻｶﾌ,ｻｶｲｼ,ﾉﾄｳﾁｮｳ,大阪府,堺市,野遠町
5900155,ｵｵｻｶﾌ,ｻｶｲｼ,ﾉﾉｲ,大阪府,堺市,野々井
5998238,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊｾﾞﾁｮｳ,大阪府,堺市,土師町
5900124,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾀ,大阪府,堺市,畑
5900125,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾁｶﾞﾐﾈｼﾞ,大阪府,堺市,鉢ケ峯寺
5928334,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾅｶ,大阪府,堺市,浜寺石津町中
5928335,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼ,大阪府,堺市,浜寺石津町東
5928333,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾆｼ,大阪府,堺市,浜寺石津町西
5928346,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｺｳｴﾝﾁｮｳ,大阪府,堺市,浜寺公園町
5928345,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｼｮｳﾜﾁｮｳ,大阪府,堺市,浜寺昭和町
5928348,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾅｶ,大阪府,堺市,浜寺諏訪森町中
5928349,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾋｶﾞｼ,大阪府,堺市,浜寺諏訪森町東
5928347,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾆｼ,大阪府,堺市,浜寺諏訪森町西
5928341,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾋｶﾞｼ,大阪府,堺市,浜寺船尾町東
5928342,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾆｼ,大阪府,堺市,浜寺船尾町西
5928344,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗﾐﾅﾐﾏﾁ,大阪府,堺市,浜寺南町
5928343,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾏﾃﾞﾗﾓﾄﾏﾁ,大阪府,堺市,浜寺元町
5938317,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾗﾀﾞ,大阪府,堺市,原田
5900132,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾗﾔﾏﾀﾞｲ,大阪府,堺市,原山台
5900113,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾙﾐﾀﾞｲ,大阪府,堺市,晴美台
5998265,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾝﾀﾞﾆｼﾏﾁ,大阪府,堺市,八田西町
5998262,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾝﾀﾞｷﾀﾁｮｳ,大阪府,堺市,八田北町
5998263,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾝﾀﾞﾐﾅﾐﾉﾁｮｳ,大阪府,堺市,八田南之町
5938306,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾝﾀﾞｲｼﾞﾁｮｳ(40-1-40-3ﾊﾞﾝﾁ),大阪府,堺市,八田寺町（４０－１～４０－３番地）
5998267,ｵｵｻｶﾌ,ｻｶｲｼ,ﾊﾝﾀﾞｲｼﾞﾁｮｳ(ｿﾉﾀ),大阪府,堺市,八田寺町（その他）
5918008,ｵｵｻｶﾌ,ｻｶｲｼ,ﾋｶﾞｼｱｻｶﾔﾏﾁｮｳ,大阪府,堺市,東浅香山町
5900073,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐｺｳﾖｳﾁｮｳ,大阪府,堺市,南向陽町
5900005,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐｼﾐｽﾞﾁｮｳ,大阪府,堺市,南清水町
5900008,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐｼｮｳﾁｮｳ,大阪府,堺市,南庄町
5900904,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐｼﾞﾏﾁｮｳ,大阪府,堺市,南島町
5900015,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾀﾃﾞｲﾁｮｳ,大阪府,堺市,南田出井町
5918045,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾅｶﾞｵﾁｮｳ,大阪府,堺市,南長尾町
5998124,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾉﾀﾞ,大阪府,堺市,南野田
5900965,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾀｺﾞﾁｮｳﾋｶﾞｼ,大阪府,堺市,南旅篭町東
5900968,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾀｺﾞﾁｮｳﾆｼ,大阪府,堺市,南旅篭町西
5900075,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾅﾀﾞｸﾞﾁﾁｮｳ,大阪府,堺市,南花田口町
5918011,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾅﾀﾞﾁｮｳ,大阪府,堺市,南花田町
5900966,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾝﾁｮｳﾋｶﾞｼ,大阪府,堺市,南半町東
5900967,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾊﾝﾁｮｳﾆｼ,大阪府,堺市,南半町西
5900036,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾏﾙﾎｴﾝ,大阪府,堺市,南丸保園
5900023,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾐｸﾆｶﾞｵｶﾁｮｳ,大阪府,堺市,南三国ケ丘町
5900064,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾅﾐﾔｽｲﾁｮｳ,大阪府,堺市,南安井町
5998243,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾉﾔﾏ,大阪府,堺市,見野山
5900111,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾀﾞｲ,大阪府,堺市,三原台
5870003,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｱﾐ,大阪府,堺市,美原町阿弥
5870066,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｲｼﾊﾗ,大阪府,堺市,美原町石原
5870061,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｲﾏｲ,大阪府,堺市,美原町今井
5870063,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｵﾜｲ,大阪府,堺市,美原町大饗
5870051,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｷﾀｱﾏﾍﾞ,大阪府,堺市,美原町北余部
5870053,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｷﾀｱﾏﾍﾞﾆｼ,大阪府,堺市,美原町北余部西
5870002,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｸﾛﾔﾏ,大阪府,堺市,美原町黒山
5870065,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｺﾃﾞﾗ,大阪府,堺市,美原町小寺
5870021,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｺﾋﾞﾗｵ,大阪府,堺市,美原町小平尾
5870031,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｻﾂｷﾉﾆｼ,大阪府,堺市,美原町さつき野西
5870032,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｻﾂｷﾉﾋｶﾞｼ,大阪府,堺市,美原町さつき野東
5870013,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｼﾝﾌﾟｸｼﾞ,大阪府,堺市,美原町真福寺
5870041,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｽｺﾞｳ,大阪府,堺市,美原町菅生
5870043,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳｾｲﾅﾝﾀﾞｲ,大阪府,堺市,美原町青南台
5870062,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾀｲ,大阪府,堺市,美原町太井
5870001,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾀﾞｲﾎ,大阪府,堺市,美原町大保
5870012,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾀｼﾞｲ,大阪府,堺市,美原町多治井
5870011,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾀﾝｼﾞｮｳ,大阪府,堺市,美原町丹上
5870014,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾀﾝﾅﾝ,大阪府,堺市,美原町丹南
5870022,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾋﾗｵ,大阪府,堺市,美原町平尾
5870064,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾎﾞﾀﾞｲ,大阪府,堺市,美原町菩提
5870052,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾐﾅﾐｱﾏﾍﾞ,大阪府,堺市,美原町南余部
5870054,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾐﾅﾐｱﾏﾍﾞﾆｼ,大阪府,堺市,美原町南余部西
5870042,ｵｵｻｶﾌ,ｻｶｲｼ,ﾐﾊﾗﾁｮｳﾓｸｻﾞｲﾄﾞｵﾘ,大阪府,堺市,美原町木材通
5406190,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(ﾁｶｲ･ｶｲｿｳﾌﾒｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（地階・階層不明）
5406101,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(1ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１階）
5406102,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(2ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２階）
5406103,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(3ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（３階）
5406104,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(4ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（４階）
5406105,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(5ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（５階）
5406106,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(6ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（６階）
5406107,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(7ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（７階）
5406108,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(8ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（８階）
5406109,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(9ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（９階）
5406110,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(10ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１０階）
5406111,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(11ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１１階）
5406112,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(12ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１２階）
5406113,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(13ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１３階）
5406114,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(14ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１４階）
5406115,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(15ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１５階）
5406116,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(16ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１６階）
5406117,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(17ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１７階）
5406118,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(18ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１８階）
5406119,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(19ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（１９階）
5406120,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(20ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２０階）
5406121,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(21ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２１階）
5406122,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(22ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２２階）
5406123,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(23ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２３階）
5406124,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(24ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２４階）
5406125,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(25ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２５階）
5406126,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｴﾑｱｲﾃﾞｨﾀﾜｰ(26ｶｲ),大阪府,大阪市中央区,城見ＭＩＤタワー（２６階）
5406015,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(15ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（１５階）
5406016,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(16ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（１６階）
5406017,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(17ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（１７階）
5406018,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(18ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（１８階）
5406019,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(19ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（１９階）
5406020,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(20ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２０階）
5406021,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(21ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２１階）
5406022,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(22ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２２階）
5406023,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(23ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２３階）
5406024,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(24ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２４階）
5406025,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(25ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２５階）
5406026,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(26ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２６階）
5406027,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(27ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２７階）
5406028,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(28ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２８階）
5406029,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(29ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（２９階）
5406030,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(30ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３０階）
5406031,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(31ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３１階）
5406032,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(32ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３２階）
5406033,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(33ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３３階）
5406034,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(34ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３４階）
5406035,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(35ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３５階）
5406036,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(36ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３６階）
5406037,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐｸﾘｽﾀﾙﾀﾜｰ(37ｶｲ),大阪府,大阪市中央区,城見クリスタルタワー（３７階）
5406290,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐﾊﾟﾅｿﾆｯｸﾀﾜｰ(ﾁｶｲ･ｶｲｿｳﾌﾒｲ),大阪府,大阪市中央区,城見パナソニックタワー（地階・階層不明）
5406201,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,ｼﾛﾐﾊﾟﾅｿﾆｯｸﾀﾜｰ(1ｶｲ),大阪府,大阪市中央区,城見パナソニックタワー（１階）
