取引区分,伝票番号,行,取引日付,取引先コード,商品コード,数量,単価,金額,更新済
10,202,1,2005/09/09,0049,0077,10,8350,83500,
10,203,1,2005/08/30,0035,0002,11,3040,33440,
10,204,1,2005/07/01,0001,0011,17,680,11560,
10,204,2,2005/07/01,0001,0082,13,8130,105690,
10,204,3,2005/07/01,0001,0013,10,8420,84200,
10,204,4,2005/07/01,0001,0005,15,4230,63450,
10,205,1,2005/08/10,0021,0085,8,8890,71120,
10,205,2,2005/08/10,0021,0050,19,4750,90250,
10,206,1,2005/07/27,0014,0044,18,6500,117000,
10,207,1,2005/06/08,0031,0009,18,5300,95400,
10,207,2,2005/06/08,0031,0040,4,4730,18920,
10,207,3,2005/06/08,0031,0076,13,9800,127400,
10,208,1,2005/09/02,0010,0048,12,9760,117120,
10,209,1,2005/08/20,0037,0090,17,3650,62050,
10,209,2,2005/08/20,0037,0009,13,5300,68900,
10,209,3,2005/08/20,0037,0089,9,5650,50850,
10,210,1,2005/08/27,0040,0088,6,6820,40920,
10,210,2,2005/08/27,0040,0065,11,2630,28930,
10,210,3,2005/08/27,0040,0080,10,7460,74600,
10,210,4,2005/08/27,0040,0035,15,2050,30750,
10,211,1,2005/07/23,0029,0038,15,2450,36750,
10,211,2,2005/07/23,0029,0060,14,2970,41580,
10,212,1,2005/09/07,0017,0089,11,5650,62150,
10,212,2,2005/09/07,0017,0061,12,7120,85440,
10,212,3,2005/09/07,0017,0032,15,4660,69900,
10,212,4,2005/09/07,0017,0064,13,5200,67600,
10,213,1,2005/06/19,0031,0058,8,9710,77680,
10,213,2,2005/06/19,0031,0096,3,6250,18750,
10,213,3,2005/06/19,0031,0020,12,2300,27600,
10,213,4,2005/06/19,0031,0048,13,9760,126880,
10,214,1,2005/08/30,0017,0038,12,2450,29400,
10,214,2,2005/08/30,0017,0077,12,8350,100200,
10,214,3,2005/08/30,0017,0094,14,1330,18620,
10,214,4,2005/08/30,0017,0023,18,7170,129060,
10,215,1,2005/06/19,0034,0049,11,650,7150,
10,215,2,2005/06/19,0034,0039,8,7440,59520,
10,216,1,2005/07/12,0012,0047,10,8740,87400,
10,217,1,2005/06/16,0006,0005,11,4230,46530,
10,217,2,2005/06/16,0006,0003,3,2330,6990,
10,217,3,2005/06/16,0006,0093,4,2960,11840,
10,218,1,2005/07/04,0029,0093,15,2960,44400,
10,218,2,2005/07/04,0029,0078,18,9640,173520,
10,218,3,2005/07/04,0029,0009,5,5300,26500,
10,219,1,2005/08/16,0001,0020,19,2300,43700,
10,219,2,2005/08/16,0001,0041,17,4430,75310,
10,219,3,2005/08/16,0001,0025,9,3640,32760,
10,220,1,2005/07/01,0021,0048,9,9760,87840,
10,220,2,2005/07/01,0021,0051,13,2250,29250,
10,220,3,2005/07/01,0021,0035,12,2050,24600,
10,220,4,2005/07/01,0021,0083,8,2350,18800,
10,221,1,2005/06/24,0040,0092,12,8280,99360,
10,221,2,2005/06/24,0040,0031,19,5020,95380,
10,221,3,2005/06/24,0040,0077,11,8350,91850,
10,221,4,2005/06/24,0040,0015,10,1820,18200,
10,222,1,2005/07/02,0042,0022,2,9670,19340,
10,222,2,2005/07/02,0042,0064,4,5200,20800,
10,222,3,2005/07/02,0042,0081,8,4440,35520,
10,222,4,2005/07/02,0042,0001,17,8820,149940,
10,223,1,2005/09/06,0048,0030,5,9230,46150,
10,224,1,2005/07/04,0038,0081,20,4440,88800,
10,224,2,2005/07/04,0038,0002,20,3040,60800,
10,224,3,2005/07/04,0038,0073,17,780,13260,
10,224,4,2005/07/04,0038,0089,6,5650,33900,
10,225,1,2005/06/22,0014,0036,7,9150,64050,
10,226,1,2005/06/13,0048,0096,20,6250,125000,
10,226,2,2005/06/13,0048,0051,15,2250,33750,
10,226,3,2005/06/13,0048,0074,17,9800,166600,
10,227,1,2005/08/07,0019,0082,17,8130,138210,
10,227,2,2005/08/07,0019,0006,12,6030,72360,
10,227,3,2005/08/07,0019,0033,10,8770,87700,
10,228,1,2005/08/04,0013,0048,8,9760,78080,
10,228,2,2005/08/04,0013,0024,4,8370,33480,
10,229,1,2005/06/04,0001,0093,9,2960,26640,
10,229,2,2005/06/04,0001,0039,1,7440,7440,
10,229,3,2005/06/04,0001,0084,14,4940,69160,
10,230,1,2005/09/07,0028,0057,20,4020,80400,
10,230,2,2005/09/07,0028,0090,18,3650,65700,
10,230,3,2005/09/07,0028,0094,8,1330,10640,
10,231,1,2005/06/27,0009,0059,18,7920,142560,
10,232,1,2005/08/19,0004,0094,7,1330,9310,
10,232,2,2005/08/19,0004,0065,18,2630,47340,
10,232,3,2005/08/19,0004,0062,4,2850,11400,
10,232,4,2005/08/19,0004,0056,18,7240,130320,
10,233,1,2005/08/03,0019,0014,16,7100,113600,
10,233,2,2005/08/03,0019,0058,11,9710,106810,
10,233,3,2005/08/03,0019,0017,16,9810,156960,
10,234,1,2005/07/26,0043,0058,13,9710,126230,
10,234,2,2005/07/26,0043,0034,5,400,2000,
10,234,3,2005/07/26,0043,0059,13,7920,102960,
10,234,4,2005/07/26,0043,0045,16,7260,116160,
10,235,1,2005/07/11,0044,0037,13,5850,76050,
10,236,1,2005/07/16,0028,0016,20,5310,106200,
10,236,2,2005/07/16,0028,0098,7,3970,27790,
10,237,1,2005/07/06,0015,0053,18,1010,18180,
10,237,2,2005/07/06,0015,0053,1,1010,1010,
10,237,3,2005/07/06,0015,0063,9,1420,12780,
10,238,1,2005/07/20,0019,0005,6,4230,25380,
10,239,1,2005/07/11,0016,0091,12,5380,64560,
10,239,2,2005/07/11,0016,0059,8,7920,63360,
10,240,1,2005/08/11,0049,0017,8,9810,78480,
10,241,1,2005/06/23,0047,0071,17,10050,170850,
10,242,1,2005/08/08,0023,0066,10,4950,49500,
10,242,2,2005/08/08,0023,0058,17,9710,165070,
10,243,1,2005/08/13,0039,0010,5,580,2900,
10,243,2,2005/08/13,0039,0072,12,7050,84600,
10,244,1,2005/08/28,0034,0048,13,9760,126880,
10,245,1,2005/08/04,0044,0050,7,4750,33250,
10,246,1,2005/06/02,0014,0070,6,8640,51840,
10,246,2,2005/06/02,0014,0084,11,4940,54340,
10,246,3,2005/06/02,0014,0064,9,5200,46800,
10,246,4,2005/06/02,0014,0070,3,8640,25920,
10,247,1,2005/07/27,0042,0063,3,1420,4260,
10,248,1,2005/06/02,0004,0035,14,2050,28700,
10,249,1,2005/07/22,0035,0091,12,5380,64560,
10,249,2,2005/07/22,0035,0043,13,4200,54600,
10,249,3,2005/07/22,0035,0057,20,4020,80400,
10,250,1,2005/07/07,0035,0076,8,9800,78400,
10,251,1,2005/06/02,0018,0061,19,7120,135280,
10,251,2,2005/06/02,0018,0094,18,1330,23940,
10,251,3,2005/06/02,0018,0036,9,9150,82350,
10,252,1,2005/07/27,0003,0081,16,4440,71040,
10,253,1,2005/08/06,0044,0086,2,10140,20280,
10,253,2,2005/08/06,0044,0082,19,8130,154470,
10,253,3,2005/08/06,0044,0021,12,2200,26400,
10,253,4,2005/08/06,0044,0099,13,7590,98670,
10,254,1,2005/07/26,0008,0056,17,7240,123080,
10,254,2,2005/07/26,0008,0040,15,4730,70950,
10,255,1,2005/06/19,0005,0009,6,5300,31800,
10,255,2,2005/06/19,0005,0063,17,1420,24140,
10,255,3,2005/06/19,0005,0067,6,3480,20880,
10,256,1,2005/07/25,0018,0026,8,9760,78080,
10,256,2,2005/07/25,0018,0079,8,3280,26240,
10,257,1,2005/08/10,0008,0044,19,6500,123500,
10,257,2,2005/08/10,0008,0038,3,2450,7350,
10,257,3,2005/08/10,0008,0097,13,8300,107900,
10,258,1,2005/08/16,0047,0048,15,9760,146400,
10,258,2,2005/08/16,0047,0096,11,6250,68750,
10,258,3,2005/08/16,0047,0026,8,9760,78080,
10,258,4,2005/08/16,0047,0005,3,4230,12690,
10,259,1,2005/06/16,0045,0072,4,7050,28200,
10,260,1,2005/08/09,0021,0002,7,3040,21280,
10,260,2,2005/08/09,0021,0024,4,8370,33480,
10,260,3,2005/08/09,0021,0099,9,7590,68310,
10,261,1,2005/06/21,0035,0085,2,8890,17780,
10,261,2,2005/06/21,0035,0002,14,3040,42560,
10,262,1,2005/06/08,0031,0097,2,8300,16600,
10,263,1,2005/06/24,0023,0017,9,9810,88290,
10,263,2,2005/06/24,0023,0091,3,5380,16140,
10,264,1,2005/06/16,0047,0014,19,7100,134900,
10,265,1,2005/07/23,0005,0001,16,8820,141120,
10,265,2,2005/07/23,0005,0088,15,6820,102300,
10,265,3,2005/07/23,0005,0067,8,3480,27840,
10,266,1,2005/08/16,0027,0024,16,8370,133920,
10,266,2,2005/08/16,0027,0081,9,4440,39960,
10,266,3,2005/08/16,0027,0046,18,3880,69840,
10,266,4,2005/08/16,0027,0058,8,9710,77680,
10,267,1,2005/06/01,0007,0031,19,5020,95380,
10,268,1,2005/07/26,0036,0071,14,10050,140700,
10,268,2,2005/07/26,0036,0019,3,9210,27630,
10,268,3,2005/07/26,0036,0095,16,7850,125600,
10,268,4,2005/07/26,0036,0062,16,2850,45600,
10,269,1,2005/06/24,0010,0072,6,7050,42300,
10,269,2,2005/06/24,0010,0078,3,9640,28920,
10,269,3,2005/06/24,0010,0025,7,3640,25480,
10,269,4,2005/06/24,0010,0094,1,1330,1330,
10,270,1,2005/08/10,0039,0082,1,8130,8130,
10,270,2,2005/08/10,0039,0006,5,6030,30150,
10,270,3,2005/08/10,0039,0016,15,5310,79650,
10,271,1,2005/08/24,0012,0026,7,9760,68320,
10,271,2,2005/08/24,0012,0089,7,5650,39550,
10,272,1,2005/06/19,0049,0051,2,2250,4500,
10,272,2,2005/06/19,0049,0034,15,400,6000,
10,272,3,2005/06/19,0049,0061,10,7120,71200,
10,272,4,2005/06/19,0049,0025,19,3640,69160,
10,273,1,2005/08/04,0001,0013,8,8420,67360,
10,274,1,2005/08/21,0042,0024,8,8370,66960,
10,275,1,2005/06/17,0021,0036,9,9150,82350,
10,276,1,2005/06/10,0044,0057,10,4020,40200,
10,276,2,2005/06/10,0044,0067,1,3480,3480,
10,276,3,2005/06/10,0044,0088,14,6820,95480,
10,276,4,2005/06/10,0044,0084,7,4940,34580,
10,277,1,2005/08/30,0010,0093,11,2960,32560,
10,277,2,2005/08/30,0010,0031,12,5020,60240,
10,277,3,2005/08/30,0010,0068,11,6820,75020,
10,277,4,2005/08/30,0010,0001,19,8820,167580,
10,278,1,2005/08/06,0046,0037,17,5850,99450,
10,279,1,2005/06/12,0016,0007,20,4320,86400,
10,280,1,2005/07/02,0026,0023,2,7170,14340,
10,281,1,2005/06/18,0031,0020,3,2300,6900,
10,281,2,2005/06/18,0031,0093,14,2960,41440,
10,281,3,2005/06/18,0031,0022,14,9670,135380,
10,281,4,2005/06/18,0031,0090,9,3650,32850,
10,282,1,2005/06/13,0027,0017,5,9810,49050,
10,282,2,2005/06/13,0027,0067,4,3480,13920,
10,282,3,2005/06/13,0027,0029,6,10010,60060,
10,283,1,2005/08/12,0044,0062,5,2850,14250,
10,283,2,2005/08/12,0044,0078,17,9640,163880,
10,283,3,2005/08/12,0044,0003,18,2330,41940,
10,284,1,2005/07/20,0004,0090,16,3650,58400,
10,284,2,2005/07/20,0004,0046,13,3880,50440,
10,285,1,2005/09/03,0013,0046,2,3880,7760,
10,285,2,2005/09/03,0013,0033,5,8770,43850,
10,286,1,2005/07/24,0050,0090,10,3650,36500,
10,286,2,2005/07/24,0050,0063,5,1420,7100,
10,287,1,2005/06/26,0048,0087,14,4030,56420,
10,287,2,2005/06/26,0048,0096,10,6250,62500,
10,287,3,2005/06/26,0048,0040,4,4730,18920,
10,287,4,2005/06/26,0048,0040,11,4730,52030,
10,288,1,2005/06/21,0045,0087,10,4030,40300,
10,288,2,2005/06/21,0045,0070,3,8640,25920,
10,288,3,2005/06/21,0045,0077,15,8350,125250,
10,288,4,2005/06/21,0045,0007,12,4320,51840,
10,289,1,2005/06/10,0006,0067,10,3480,34800,
10,290,1,2005/06/20,0025,0086,15,10140,152100,
10,290,2,2005/06/20,0025,0009,6,5300,31800,
10,291,1,2005/06/28,0010,0100,17,4790,81430,
10,291,2,2005/06/28,0010,0083,7,2350,16450,
10,291,3,2005/06/28,0010,0059,20,7920,158400,
10,291,4,2005/06/28,0010,0077,10,8350,83500,
10,292,1,2005/07/27,0006,0095,18,7850,141300,
10,292,2,2005/07/27,0006,0017,16,9810,156960,
10,292,3,2005/07/27,0006,0023,5,7170,35850,
10,293,1,2005/08/19,0008,0070,11,8640,95040,
10,293,2,2005/08/19,0008,0057,15,4020,60300,
10,293,3,2005/08/19,0008,0060,8,2970,23760,
10,294,1,2005/08/02,0004,0053,6,1010,6060,
10,294,2,2005/08/02,0004,0093,8,2960,23680,
10,295,1,2005/07/07,0049,0075,16,5910,94560,
10,295,2,2005/07/07,0049,0056,12,7240,86880,
10,295,3,2005/07/07,0049,0081,14,4440,62160,
10,296,1,2005/09/04,0025,0067,16,3480,55680,
10,296,2,2005/09/04,0025,0075,1,5910,5910,
10,296,3,2005/09/04,0025,0018,8,7030,56240,
10,296,4,2005/09/04,0025,0078,16,9640,154240,
10,297,1,2005/08/10,0045,0079,5,3280,16400,
10,297,2,2005/08/10,0045,0078,10,9640,96400,
10,298,1,2005/07/28,0007,0079,17,3280,55760,
10,298,2,2005/07/28,0007,0012,15,2360,35400,
10,298,3,2005/07/28,0007,0019,1,9210,9210,
10,299,1,2005/07/16,0050,0037,12,5850,70200,
10,299,2,2005/07/16,0050,0059,12,7920,95040,
10,299,3,2005/07/16,0050,0063,16,1420,22720,
10,299,4,2005/07/16,0050,0018,8,7030,56240,
10,300,1,2005/08/10,0015,0095,2,7850,15700,
10,300,2,2005/08/10,0015,0050,11,4750,52250,
10,300,3,2005/08/10,0015,0028,13,1780,23140,
10,301,1,2005/07/15,0006,0081,13,4440,57720,
10,301,2,2005/07/15,0006,0041,4,4430,17720,
10,301,3,2005/07/15,0006,0091,2,5380,10760,
10,302,1,2005/06/06,0024,0052,10,3360,33600,
10,302,2,2005/06/06,0024,0050,18,4750,85500,
10,302,3,2005/06/06,0024,0084,8,4940,39520,
10,303,1,2005/07/25,0050,0033,20,8770,175400,
10,304,1,2005/08/27,0009,0041,15,4430,66450,
10,304,2,2005/08/27,0009,0046,20,3880,77600,
10,304,3,2005/08/27,0009,0014,15,7100,106500,
10,304,4,2005/08/27,0009,0003,11,2330,25630,
10,305,1,2005/08/11,0016,0024,18,8370,150660,
10,305,2,2005/08/11,0016,0032,8,4660,37280,
10,305,3,2005/08/11,0016,0080,14,7460,104440,
10,306,1,2005/08/02,0026,0090,1,3650,3650,
10,306,2,2005/08/02,0026,0052,4,3360,13440,
10,307,1,2005/08/03,0010,0068,5,6820,34100,
10,308,1,2005/06/20,0041,0045,18,7260,130680,
10,309,1,2005/06/12,0027,0079,1,3280,3280,
10,309,2,2005/06/12,0027,0096,2,6250,12500,
10,309,3,2005/06/12,0027,0026,10,9760,97600,
10,309,4,2005/06/12,0027,0045,14,7260,101640,
10,310,1,2005/08/11,0046,0012,5,2360,11800,
10,310,2,2005/08/11,0046,0096,5,6250,31250,
10,310,3,2005/08/11,0046,0095,9,7850,70650,
10,310,4,2005/08/11,0046,0063,19,1420,26980,
10,311,1,2005/06/14,0021,0061,20,7120,142400,
10,312,1,2005/07/03,0015,0035,15,2050,30750,
10,313,1,2005/09/09,0034,0044,11,6500,71500,
10,313,2,2005/09/09,0034,0027,1,9240,9240,
10,313,3,2005/09/09,0034,0079,17,3280,55760,
10,313,4,2005/09/09,0034,0045,7,7260,50820,
10,314,1,2005/08/14,0041,0005,12,4230,50760,
10,315,1,2005/07/12,0016,0073,4,780,3120,
10,315,2,2005/07/12,0016,0052,7,3360,23520,
10,316,1,2005/08/19,0008,0100,19,4790,91010,
10,316,2,2005/08/19,0008,0062,17,2850,48450,
10,316,3,2005/08/19,0008,0039,8,7440,59520,
10,317,1,2005/08/04,0040,0036,10,9150,91500,
10,317,2,2005/08/04,0040,0039,17,7440,126480,
10,318,1,2005/06/07,0011,0063,2,1420,2840,
10,318,2,2005/06/07,0011,0007,15,4320,64800,
10,318,3,2005/06/07,0011,0076,18,9800,176400,
10,319,1,2005/07/09,0003,0064,6,5200,31200,
10,320,1,2005/08/28,0025,0037,18,5850,105300,
10,320,2,2005/08/28,0025,0005,13,4230,54990,
10,321,1,2005/08/22,0005,0004,12,2180,26160,
10,321,2,2005/08/22,0005,0029,2,10010,20020,
10,321,3,2005/08/22,0005,0018,19,7030,133570,
10,321,4,2005/08/22,0005,0023,14,7170,100380,
10,322,1,2005/06/25,0008,0037,7,5850,40950,
10,322,2,2005/06/25,0008,0073,6,780,4680,
10,323,1,2005/07/24,0010,0090,18,3650,65700,
10,323,2,2005/07/24,0010,0080,18,7460,134280,
10,324,1,2005/08/31,0047,0040,20,4730,94600,
10,324,2,2005/08/31,0047,0092,3,8280,24840,
10,324,3,2005/08/31,0047,0093,18,2960,53280,
10,325,1,2005/06/01,0042,0057,12,4020,48240,
10,325,2,2005/06/01,0042,0057,19,4020,76380,
10,326,1,2005/08/07,0049,0017,6,9810,58860,
10,326,2,2005/08/07,0049,0032,5,4660,23300,
10,327,1,2005/08/21,0041,0074,1,9800,9800,
10,327,2,2005/08/21,0041,0022,8,9670,77360,
10,327,3,2005/08/21,0041,0085,1,8890,8890,
10,328,1,2005/07/21,0045,0078,8,9640,77120,
10,328,2,2005/07/21,0045,0040,2,4730,9460,
10,328,3,2005/07/21,0045,0099,3,7590,22770,
10,329,1,2005/06/15,0047,0004,16,2180,34880,
10,329,2,2005/06/15,0047,0019,10,9210,92100,
10,330,1,2005/08/04,0048,0079,11,3280,36080,
10,330,2,2005/08/04,0048,0027,8,9240,73920,
10,330,3,2005/08/04,0048,0035,5,2050,10250,
10,330,4,2005/08/04,0048,0040,14,4730,66220,
10,331,1,2005/08/16,0022,0045,16,7260,116160,
10,331,2,2005/08/16,0022,0058,14,9710,135940,
10,332,1,2005/06/12,0002,0027,3,9240,27720,
10,332,2,2005/06/12,0002,0002,14,3040,42560,
10,333,1,2005/07/27,0024,0011,9,680,6120,
10,333,2,2005/07/27,0024,0069,14,5150,72100,
10,334,1,2005/06/05,0044,0056,12,7240,86880,
10,334,2,2005/06/05,0044,0100,10,4790,47900,
10,334,3,2005/06/05,0044,0037,8,5850,46800,
10,335,1,2005/06/05,0007,0096,18,6250,112500,
10,336,1,2005/06/26,0008,0057,14,4020,56280,
10,337,1,2005/08/09,0017,0090,1,3650,3650,
10,337,2,2005/08/09,0017,0047,11,8740,96140,
10,338,1,2005/08/04,0043,0031,15,5020,75300,
10,339,1,2005/07/20,0040,0008,20,610,12200,
10,340,1,2005/08/28,0014,0092,6,8280,49680,
10,341,1,2005/08/28,0015,0019,9,9210,82890,
10,341,2,2005/08/28,0015,0093,4,2960,11840,
10,341,3,2005/08/28,0015,0079,17,3280,55760,
10,342,1,2005/07/04,0015,0028,2,1780,3560,
10,342,2,2005/07/04,0015,0012,8,2360,18880,
10,342,3,2005/07/04,0015,0030,12,9230,110760,
10,342,4,2005/07/04,0015,0020,14,2300,32200,
10,343,1,2005/06/21,0048,0077,15,8350,125250,
10,343,2,2005/06/21,0048,0010,13,580,7540,
10,343,3,2005/06/21,0048,0081,19,4440,84360,
10,343,4,2005/06/21,0048,0100,1,4790,4790,
10,344,1,2005/08/13,0010,0099,11,7590,83490,
10,344,2,2005/08/13,0010,0088,3,6820,20460,
10,345,1,2005/08/30,0037,0026,8,9760,78080,
10,345,2,2005/08/30,0037,0005,20,4230,84600,
10,345,3,2005/08/30,0037,0032,6,4660,27960,
10,345,4,2005/08/30,0037,0037,4,5850,23400,
10,346,1,2005/07/14,0002,0092,1,8280,8280,
10,346,2,2005/07/14,0002,0018,18,7030,126540,
10,346,3,2005/07/14,0002,0023,20,7170,143400,
10,346,4,2005/07/14,0002,0002,16,3040,48640,
10,347,1,2005/08/05,0039,0069,5,5150,25750,
10,347,2,2005/08/05,0039,0029,11,10010,110110,
10,347,3,2005/08/05,0039,0039,1,7440,7440,
10,348,1,2005/07/21,0017,0065,12,2630,31560,
10,348,2,2005/07/21,0017,0043,12,4200,50400,
10,348,3,2005/07/21,0017,0022,6,9670,58020,
10,348,4,2005/07/21,0017,0050,6,4750,28500,
10,349,1,2005/07/18,0019,0049,4,650,2600,
10,349,2,2005/07/18,0019,0062,3,2850,8550,
10,349,3,2005/07/18,0019,0009,17,5300,90100,
10,349,4,2005/07/18,0019,0082,14,8130,113820,
10,350,1,2005/06/21,0015,0001,2,8820,17640,
10,351,1,2005/07/02,0023,0018,13,7030,91390,
10,351,2,2005/07/02,0023,0072,11,7050,77550,
10,351,3,2005/07/02,0023,0083,15,2350,35250,
10,351,4,2005/07/02,0023,0051,1,2250,2250,
10,352,1,2005/08/14,0037,0087,2,4030,8060,
10,352,2,2005/08/14,0037,0043,11,4200,46200,
10,352,3,2005/08/14,0037,0026,13,9760,126880,
10,353,1,2005/08/25,0019,0023,16,7170,114720,
10,353,2,2005/08/25,0019,0083,3,2350,7050,
10,353,3,2005/08/25,0019,0049,13,650,8450,
10,353,4,2005/08/25,0019,0060,19,2970,56430,
10,354,1,2005/08/15,0036,0041,6,4430,26580,
10,354,2,2005/08/15,0036,0052,9,3360,30240,
10,354,3,2005/08/15,0036,0046,16,3880,62080,
10,354,4,2005/08/15,0036,0036,3,9150,27450,
10,355,1,2005/08/10,0049,0098,8,3970,31760,
10,355,2,2005/08/10,0049,0065,7,2630,18410,
10,356,1,2005/06/11,0036,0064,19,5200,98800,
10,356,2,2005/06/11,0036,0027,5,9240,46200,
10,356,3,2005/06/11,0036,0035,3,2050,6150,
10,356,4,2005/06/11,0036,0088,1,6820,6820,
10,357,1,2005/07/12,0049,0065,14,2630,36820,
10,357,2,2005/07/12,0049,0087,17,4030,68510,
10,357,3,2005/07/12,0049,0016,9,5310,47790,
10,358,1,2005/06/27,0012,0076,14,9800,137200,
10,358,2,2005/06/27,0012,0097,14,8300,116200,
10,358,3,2005/06/27,0012,0076,1,9800,9800,
10,359,1,2005/06/12,0044,0022,16,9670,154720,
10,359,2,2005/06/12,0044,0046,7,3880,27160,
10,360,1,2005/09/07,0029,0088,19,6820,129580,
10,361,1,2005/07/22,0012,0086,18,10140,182520,
10,361,2,2005/07/22,0012,0068,12,6820,81840,
10,362,1,2005/07/15,0033,0015,19,1820,34580,
10,363,1,2005/08/23,0005,0025,7,3640,25480,
10,364,1,2005/06/25,0042,0006,14,6030,84420,
10,364,2,2005/06/25,0042,0013,1,8420,8420,
10,365,1,2005/09/05,0047,0015,15,1820,27300,
10,365,2,2005/09/05,0047,0050,13,4750,61750,
10,365,3,2005/09/05,0047,0031,11,5020,55220,
10,365,4,2005/09/05,0047,0052,11,3360,36960,
10,366,1,2005/09/01,0049,0058,16,9710,155360,
10,366,2,2005/09/01,0049,0037,15,5850,87750,
10,366,3,2005/09/01,0049,0046,1,3880,3880,
10,367,1,2005/07/01,0012,0001,8,8820,70560,
10,368,1,2005/06/10,0017,0026,20,9760,195200,
10,368,2,2005/06/10,0017,0058,15,9710,145650,
10,368,3,2005/06/10,0017,0082,14,8130,113820,
10,368,4,2005/06/10,0017,0069,3,5150,15450,
10,369,1,2005/08/19,0028,0048,10,9760,97600,
10,369,2,2005/08/19,0028,0028,8,1780,14240,
10,369,3,2005/08/19,0028,0080,17,7460,126820,
10,369,4,2005/08/19,0028,0074,1,9800,9800,
10,370,1,2005/06/09,0025,0016,5,5310,26550,
10,371,1,2005/08/09,0047,0013,13,8420,109460,
10,371,2,2005/08/09,0047,0063,1,1420,1420,
10,372,1,2005/08/25,0038,0011,9,680,6120,
10,372,2,2005/08/25,0038,0087,2,4030,8060,
10,372,3,2005/08/25,0038,0086,11,10140,111540,
10,373,1,2005/08/16,0005,0059,18,7920,142560,
10,373,2,2005/08/16,0005,0094,17,1330,22610,
10,373,3,2005/08/16,0005,0017,9,9810,88290,
10,373,4,2005/08/16,0005,0058,5,9710,48550,
10,374,1,2005/07/19,0030,0002,5,3040,15200,
10,375,1,2005/06/01,0003,0076,12,9800,117600,
10,375,2,2005/06/01,0003,0025,14,3640,50960,
10,375,3,2005/06/01,0003,0021,11,2200,24200,
10,375,4,2005/06/01,0003,0063,20,1420,28400,
10,376,1,2005/06/30,0033,0009,1,5300,5300,
10,376,2,2005/06/30,0033,0068,1,6820,6820,
10,376,3,2005/06/30,0033,0088,16,6820,109120,
10,377,1,2005/06/29,0044,0068,19,6820,129580,
10,377,2,2005/06/29,0044,0017,8,9810,78480,
10,377,3,2005/06/29,0044,0013,4,8420,33680,
10,378,1,2005/08/14,0041,0029,11,10010,110110,
10,378,2,2005/08/14,0041,0042,1,9940,9940,
10,378,3,2005/08/14,0041,0079,8,3280,26240,
10,379,1,2005/06/14,0027,0081,11,4440,48840,
10,379,2,2005/06/14,0027,0050,14,4750,66500,
10,379,3,2005/06/14,0027,0045,3,7260,21780,
10,380,1,2005/06/29,0029,0027,5,9240,46200,
10,380,2,2005/06/29,0029,0019,11,9210,101310,
10,381,1,2005/08/06,0049,0042,17,9940,168980,
10,381,2,2005/08/06,0049,0018,17,7030,119510,
10,382,1,2005/07/27,0017,0057,6,4020,24120,
10,383,1,2005/07/16,0009,0039,3,7440,22320,
10,383,2,2005/07/16,0009,0048,5,9760,48800,
10,383,3,2005/07/16,0009,0011,20,680,13600,
10,383,4,2005/07/16,0009,0019,11,9210,101310,
10,384,1,2005/06/26,0041,0050,15,4750,71250,
10,384,2,2005/06/26,0041,0027,1,9240,9240,
10,384,3,2005/06/26,0041,0014,6,7100,42600,
10,384,4,2005/06/26,0041,0058,15,9710,145650,
10,385,1,2005/07/21,0012,0080,20,7460,149200,
10,385,2,2005/07/21,0012,0096,7,6250,43750,
10,385,3,2005/07/21,0012,0043,18,4200,75600,
10,385,4,2005/07/21,0012,0019,5,9210,46050,
10,386,1,2005/06/26,0005,0042,14,9940,139160,
10,386,2,2005/06/26,0005,0019,9,9210,82890,
10,386,3,2005/06/26,0005,0062,11,2850,31350,
10,387,1,2005/08/07,0018,0070,10,8640,86400,
10,387,2,2005/08/07,0018,0033,4,8770,35080,
10,387,3,2005/08/07,0018,0044,14,6500,91000,
10,387,4,2005/08/07,0018,0054,5,9420,47100,
10,388,1,2005/07/30,0034,0070,3,8640,25920,
10,388,2,2005/07/30,0034,0025,7,3640,25480,
10,388,3,2005/07/30,0034,0066,2,4950,9900,
10,389,1,2005/06/25,0009,0049,5,650,3250,
10,390,1,2005/08/17,0041,0057,13,4020,52260,
10,390,2,2005/08/17,0041,0075,14,5910,82740,
10,390,3,2005/08/17,0041,0067,3,3480,10440,
10,390,4,2005/08/17,0041,0013,4,8420,33680,
10,391,1,2005/07/20,0047,0055,7,1940,13580,
10,392,1,2005/08/11,0017,0079,4,3280,13120,
10,393,1,2005/08/08,0018,0014,1,7100,7100,
10,394,1,2005/08/18,0035,0023,1,7170,7170,
10,395,1,2005/08/15,0047,0061,9,7120,64080,
10,396,1,2005/08/10,0033,0006,1,6030,6030,
10,396,2,2005/08/10,0033,0033,1,8770,8770,
10,396,3,2005/08/10,0033,0063,10,1420,14200,
10,397,1,2005/08/19,0027,0022,15,9670,145050,
10,397,2,2005/08/19,0027,0026,18,9760,175680,
10,397,3,2005/08/19,0027,0010,2,580,1160,
10,398,1,2005/07/31,0008,0025,4,3640,14560,
10,398,2,2005/07/31,0008,0028,20,1780,35600,
10,398,3,2005/07/31,0008,0098,20,3970,79400,
10,399,1,2005/06/19,0032,0061,16,7120,113920,
10,400,1,2005/07/20,0030,0036,9,9150,82350,
10,400,2,2005/07/20,0030,0026,18,9760,175680,
10,400,3,2005/07/20,0030,0091,17,5380,91460,
10,400,4,2005/07/20,0030,0007,11,4320,47520,
10,401,1,2005/06/07,0023,0038,1,2450,2450,
